x_px,y_px,x_norm,y_norm,s_px,s_norm
561.8948051948051,258.90519480519475,0.6786169144864796,0.6016843156843157,1135.2650139123862,0.4062212527911419
580.1753246753246,232.55974025974024,0.7006948365644018,0.6422157842157843,1167.3315130615647,0.41769530800941596
594.6922077922077,210.5155844155844,0.7182273040968692,0.6761298701298701,1193.7262985751975,0.427139907030001
605.4454545454545,197.07402597402597,0.7312143170838822,0.6968091908091908,1210.9398923044,0.4332992861388635
614.0480519480519,179.33116883116872,0.7416039274734927,0.7241058941058942,1230.6582507975154,0.4403549217762675
629.1025974025973,158.3623376623376,0.7597857456553108,0.7563656343656344,1256.4716430470808,0.44959148628755335
648.9961038961038,139.54415584415574,0.7838117196812848,0.7853166833166835,1283.855499012765,0.459389995129376
668.8896103896103,132.5545454545454,0.8078376937072588,0.7960699300699301,1304.9411873820295,0.46693488961688223
691.4714285714285,137.93116883116875,0.8351104209799861,0.7877982017982019,1328.1542567898168,0.47524100494713656
710.8272727272727,126.6402597402597,0.8584870443566095,0.8051688311688312,1350.5625885234488,0.4832591685285415
731.2584415584415,126.10259740259733,0.8831623690319342,0.8059960039960041,1371.0008306346742,0.4905723933822332
740.3987012987012,139.00649350649348,0.8942013300708952,0.7861438561438562,1386.8139543861523,0.4962306554286689
745.7753246753246,165.35194805194794,0.9006948365644016,0.7456123876123878,1413.702447355091,0.5058519131664247
735.0220779220779,186.8584415584415,0.8877078235773888,0.7125254745254745,1437.7474380741796,0.5144557071119443
719.4298701298701,200.29999999999995,0.8688766547462199,0.6918461538461539,1458.3336576681997,0.5218218813630975
700.0740259740259,222.88181818181815,0.8455000313695964,0.6571048951048951,1488.0756686187394,0.5324641867286255
685.0194805194805,236.3233766233766,0.8273182131877783,0.6364255744255745,1508.2577109381084,0.5396857380090657
667.2766233766233,255.6792207792207,0.8058896417592069,0.6066473526473528,1534.5152371463628,0.549081222817282
658.1363636363636,259.98051948051943,0.7948506807202459,0.60002997002997,1544.616995341707,0.5526958403904636
630.7155844155843,289.551948051948,0.7617337976033627,0.5545354645354647,1584.9452549226737,0.5671261240062775
612.4350649350649,308.90779220779217,0.7396558755254408,0.5247572427572429,1611.5690430728032,0.5766526648966024
587.164935064935,332.0272727272727,0.7091363950059602,0.4891888111888112,1645.8194422404606,0.5889081646151519
578.0246753246753,348.15714285714284,0.6980974339669992,0.4643736263736264,1664.359050071423,0.5955420189373211
573.1857142857142,371.2766233766233,0.6922532781228432,0.4288051948051948,1687.9795056857254,0.6039939054603386
562.9701298701298,389.5571428571428,0.6799156157851809,0.4006813186813187,1708.9207462752793,0.6114871135509967
547.9155844155844,400.84805194805193,0.6617337976033627,0.3833106893106893,1727.738928093461,0.6182206473953007
521.5701298701298,416.4402597402597,0.629915615785181,0.3593226773226774,1758.352649184534,0.6291748686403975
504.364935064935,420.20389610389606,0.6091363950059602,0.3535324675324676,1775.9646816329025,0.635476817346382
472.10519480519474,437.4090909090909,0.5701753560449212,0.3270629370629371,1812.5257205939415,0.6485591116724583
455.9753246753246,443.3233766233766,0.5506948365644017,0.317964035964036,1829.7056939907975,0.6547064607325148
436.6194805194805,451.925974025974,0.5273182131877784,0.3047292707292708,1850.887133626868,0.6622856169995013
420.48961038961033,458.3779220779221,0.5078376937072588,0.2948031968031969,1868.2595354202733,0.6685018209113861
400.05844155844153,469.1311688311688,0.4831623690319342,0.2782597402597403,1891.347735340231,0.676763255361705
378.0142857142857,477.19610389610386,0.4565389924085575,0.2658521478521479,1914.820868588331,0.6851624269014989
363.4974025974026,487.4116883116883,0.4390065248760901,0.2501358641358642,1932.5718702609458,0.691514101664114
346.29220779220776,493.8636363636363,0.4182273040968692,0.2402097902097902,1950.9470263677586,0.6980891117652518
330.7,499.2402597402597,0.3993961352657004,0.231938061938062,1967.440207466911,0.7039907123664362
312.4194805194805,509.9935064935065,0.3773182131877783,0.2153946053946053,1988.6489252078275,0.7115796293023311
297.9025974025974,515.3701298701299,0.3597857456553108,0.2071228771228771,2004.1294928448135,0.7171188959073529
279.0844155844155,521.2844155844156,0.3370584729280381,0.198023976023976,2023.8551802207292,0.7241771539702841
267.2558441558441,536.3389610389611,0.3227727586423238,0.1748631368631368,2043.0007917514115,0.7310278489235654
254.351948051948,557.8454545454546,0.3071883430579082,0.1417762237762238,2068.0814575640447,0.7400022287929252
241.98571428571427,579.8896103896104,0.2922532781228433,0.1078621378621378,2093.3573065990936,0.7490464492476654
221.0168831168831,596.0194805194806,0.266928602798168,0.0830469530469529,2119.812260596283,0.7585125777934886
199.5103896103896,600.3207792207792,0.240954576824142,0.0764295704295705,2141.7446666079964,0.7663604453289271
174.77792207792206,598.1701298701298,0.2110844469540121,0.0797382617382618,2166.5704645382543,0.7752436282097371
144.1311688311688,589.0298701298701,0.1740714599410251,0.0938001998001998,2198.5512061288864,0.786686997603607
103.8064935064935,577.2012987012987,0.1253701612397264,0.111998001998002,2240.5749439693177,0.8017239583337508
87.67662337662337,568.061038961039,0.1058896417592069,0.12605994005994,2259.1145518002804,0.8083578126559199
72.08441558441558,555.1571428571428,0.0870584729280381,0.1459120879120879,2279.3538076782897,0.8155998361284762
60.25584415584416,538.4896103896103,0.0727727586423238,0.1715544455544456,2299.792049789515,0.8229130609821679
53.26623376623377,511.06883116883114,0.0643312002007654,0.2137402597402597,2328.089643087767,0.8330385239002713
57.02987012987013,479.3467532467532,0.0688766547462199,0.2625434565434565,2360.0342073573274,0.8444689483019956
68.32077922077922,452.46363636363634,0.0825130183825836,0.303902097902098,2389.1921668444124,0.854902267999621
77.46103896103895,440.6350649350649,0.0935519794215446,0.3220999000999001,2404.140726981102,0.860251171340897
110.25844155844156,419.1285714285714,0.1331623690319342,0.3551868131868132,2443.3606056152967,0.8742848533780048
137.14155844155843,427.1935064935065,0.1656299014994667,0.3427792207792208,2471.4274036327574,0.8843277329812413
158.11038961038955,448.7,0.190954576824142,0.3096923076923077,2501.4643998795827,0.8950755901740024
179.6168831168831,469.6688311688312,0.2169286027981679,0.2774325674325674,2531.501396126408,0.9058234473667635
204.88701298701295,479.3467532467532,0.2474480833176485,0.2625434565434565,2558.5613598994723,0.9155060608972333
228.54415584415585,470.2064935064935,0.2760195118890771,0.2766053946053947,2583.922841644092,0.9245809225028373
248.4376623376623,452.46363636363634,0.3000454859150511,0.303902097902098,2610.5791838575133,0.9341191119088935
262.95454545454544,438.4844155844155,0.3175779534475186,0.3254085914085914,2630.7325584886626,0.9413304052988143
285.5363636363636,415.364935064935,0.3448506807202459,0.360977022977023,2663.0504930125044,0.952894429283535
301.1285714285714,397.0844155844155,0.3636818495514147,0.3891008991008992,2687.077443220823,0.9614917679619618
315.6454545454545,387.40649350649346,0.3812143170838822,0.4039900099900101,2704.52456536677,0.9677347083581445
333.92597402597397,368.05064935064934,0.4032922391618043,0.4337682317682317,2731.1483535168995,0.9772612492484694
350.5935064935064,352.4584415584415,0.4234221092916744,0.4577562437562438,2753.972103918436,0.9854280582031052
380.70259740259735,325.0376623376623,0.4597857456553108,0.4999420579420579,2794.696255087572,1.0
